Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Li, QG; Payandeh, S",,,,"Li, Qingguo; Payandeh, Shahram",,,Manipulation of convex objects via two-agent point-contact push,INTERNATIONAL JOURNAL OF ROBOTICS RESEARCH,,,,,,,,,,,,,,,,,"Payandeh, Shahram/IZQ-1865-2023",,,,,,,,,,,,,,0278-3649,1741-3176,,,,APR,2007,26,4,,,,,377,403,,10.1177/0278364907076819,http://dx.doi.org/10.1177/0278364907076819,,,,,,,,,,,,,WOS:000245720800003,View Full Record in Web of Science
C,"Chavan-Dafle, N; Lee, K; Rodriguez, A",,"Reveliotis, S; Cappelleri, D; Dimarogonas, DV; Dotoli, M; Fanti, MP; Li, J; Lucena, V; Seatu, C; Xie, X; Zhu, K",,"Chavan-Dafle, Nikhil; Lee, Kyubin; Rodriguez, Alberto",,,Pneumatic Shape-shifting Fingers to Reorient and Grasp,2018 IEEE 14TH INTERNATIONAL CONFERENCE ON AUTOMATION SCIENCE AND ENGINEERING (CASE),IEEE International Conference on Automation Science and Engineering,,,,14th IEEE International Conference on Automation Science and Engineering (IEEE CASE),"AUG 20-24, 2018","Tech Univ Munich, Munich, GERMANY",IEEE,Tech Univ Munich,,,,,,,,,,,,,,,,,,,,,,2161-8070,,978-1-5386-3593-3,,,,2018,,,,,,,988,993,,,,,,,,,,,,,,,,WOS:000460536600159,View Full Record in Web of Science
J,"Fuentes, O; Nelson, RC",,,,"Fuentes, O; Nelson, RC",,,Learning dextrous manipulation skills for multifingered robot hands using the evolution strategy,MACHINE LEARNING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0885-6125,1573-0565,,,,APR-JUN,1998,31,1-3,,,,,223,237,,10.1023/A:1007409228154,http://dx.doi.org/10.1023/A:1007409228154,,,,,,,,,,,,,WOS:000075539200011,View Full Record in Web of Science
C,"Cheng, XY; Huang, E; Hou, YF; Mason, MT",,,IEEE,"Cheng, Xianyi; Huang, Eric; Hou, Yifan; Mason, Matthew T.",,,Contact Mode Guided Motion Planning for Quasidynamic Dexterous Manipulation in 3D,2022 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION (ICRA 2022),,,,,IEEE International Conference on Robotics and Automation (ICRA),"MAY 23-27, 2022","Philadelphia, PA","IEEE,IEEE Robot & Automat Soc",,,,,,,,,,"Hou, Yifan/0000-0001-8446-941X",,,,,,,,,,,,,,,978-1-7281-9681-7,,,,2022,,,,,,,2730,2736,,10.1109/ICRA46639.2022.9811872,http://dx.doi.org/10.1109/ICRA46639.2022.9811872,,,,,,,,,,,,,WOS:000941265701120,View Full Record in Web of Science
J,"Arapi, V; Della Santina, C; Bacciu, D; Bianchi, M; Bicchi, A",,,,"Arapi, Visar; Della Santina, Cosimo; Bacciu, Davide; Bianchi, Matteo; Bicchi, Antonio",,,DeepDynamicHand: A Deep Neural Architecture for Labeling Hand Manipulation Strategies in Video Sources Exploiting Temporal Information,FRONTIERS IN NEUROROBOTICS,,,,,,,,,,,,,,,,,"Bianchi, Matteo/AAB-8859-2019; Della Santina, Cosimo/GLS-8924-2022; Bacciu, Davide/A-3904-2013; Arapi, Visar/AAR-2809-2020","Bianchi, Matteo/0000-0003-4747-1697; Della Santina, Cosimo/0000-0003-1067-1134; Arapi, Visar/0000-0003-0266-185X",,,,,,,,,,,,,1662-5218,,,,,DEC 17,2018,12,,,,,,,,86,10.3389/fnbot.2018.00086,http://dx.doi.org/10.3389/fnbot.2018.00086,,,,,,,,30618707,,,,,WOS:000453416100001,View Full Record in Web of Science
C,"Teeple, CB; Kim, GR; Graule, MA; Wood, RJ",,,IEEE,"Teeple, Clark B.; Kim, Grace R.; Graule, Moritz A.; Wood, Robert J.",,,An Active Palm Enhances Dexterity of Soft Robotic In-Hand Manipulation,2021 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION (ICRA 2021),IEEE International Conference on Robotics and Automation ICRA,,,,IEEE International Conference on Robotics and Automation (ICRA),"MAY 30-JUN 05, 2021","Xian, PEOPLES R CHINA","IEEE,IEEE Robot & Automat Soc,So Univ Sci & Technol,Harbin Inst Technol,Xian Jiaotong Univ,Univ Toronto,Nat Sci & Engn Res Council Canada,Chinese Univ Hong Kong,DJI,Biomimet Intelligence & Robot,Toyota Res Inst,Baidu,Mech Mind Robot Technologies,Facebook AI,Nokov,Manycore,Franka Emika,Zhejiang Univ, Huzhou Inst,Jing Tian,ATI Ind Automat,Amber,Direct Drive Tech,Inceptio,Flexiv,Deeproute AI,Unitree,Waymo,Kuka,Pudu Robot,Deep Robot,Nvidia,MathWorks",,,,,,,,,,"Kim, Grace/0009-0004-0421-7407",,,,,,,,,,,,,1050-4729,2577-087X,978-1-7281-9077-8,,,,2021,,,,,,,11790,11796,,10.1109/ICRA48506.2021.9562049,http://dx.doi.org/10.1109/ICRA48506.2021.9562049,,,,,,,,,,,,,WOS:000771405404014,View Full Record in Web of Science
C,"Belkhale, S; Sadigh, D",,"Liu, K; Kulic, D; Ichnowski, J",,"Belkhale, Suneel; Sadigh, Dorsa",,,PLATO: Predicting Latent Affordances Through Object-Centric Play,"CONFERENCE ON ROBOT LEARNING, VOL 205",Proceedings of Machine Learning Research,,,,6th Conference on Robot Learning (CoRL),"DEC 14-18, 2022","Auckland, NEW ZEALAND",,,,,,,,,,"Shah, Dhruv/G-9659-2016",,,,,,,,,,,,,,2640-3498,,,,,,2022,205,,,,,,1424,1434,,,,,,,,,,,,,,,,WOS:001232393400119,View Full Record in Web of Science
J,"Ma, RR; Bircher, WG; Dollar, AM",,,,"Ma, Raymond R.; Bircher, Walter G.; Dollar, Aaron M.",,,Modeling and Evaluation of Robust Whole-Hand Caging Manipulation,IEEE TRANSACTIONS ON ROBOTICS,,,,,,,,,,,,,,,,,,"Dollar, Aaron/0000-0002-2409-4668; Bircher, Walter/0000-0002-9875-7938",,,,,,,,,,,,,1552-3098,1941-0468,,,,JUN,2019,35,3,,,,,549,563,,10.1109/TRO.2019.2890990,http://dx.doi.org/10.1109/TRO.2019.2890990,,,,,,,,,,,,,WOS:000517266900002,View Full Record in Web of Science
J,"Farooqi, MA; Omata, T",,,,"Farooqi, MA; Omata, T",,,Online construction of the manipulation model of an unknown object by a robot hand using the regrasping primitives,ADVANCED ROBOTICS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0169-1864,1568-5535,,,,,2000,14,2,,,,,135,151,,10.1163/156855300741492,http://dx.doi.org/10.1163/156855300741492,,,,,,,,,,,,,WOS:000089508900004,View Full Record in Web of Science
J,"Garrett, CR; Lozano-Pérez, T; Kaelbling, LP",,,,"Garrett, Caelan Reed; Lozano-Perez, Tomas; Kaelbling, Leslie Pack",,,FFRob: Leveraging symbolic planning for efficient task and motion planning,INTERNATIONAL JOURNAL OF ROBOTICS RESEARCH,,,,,,,,,,,,,,,,,,"Lozano-Perez, Tomas/0000-0002-8657-2450",,,,,,,,,,,,,0278-3649,1741-3176,,,,JAN,2018,37,1,,,,,104,136,,10.1177/0278364917739114,http://dx.doi.org/10.1177/0278364917739114,,,,,,,,,,,,,WOS:000423752800007,View Full Record in Web of Science
C,"Ma, RR; Dollar, AM",,,IEEE,"Ma, Raymond R.; Dollar, Aaron M.",,,An Underactuated Hand for Efficient Finger-Gaiting-Based Dexterous Manipulation,2014 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND BIOMIMETICS IEEE-ROBIO 2014,,,,,2014 IEEE International Conference on Robotics and Biomimetics (ROBIO),"DEC 05-10, 2014","Bali, INDONESIA","IEEE Robot & Automat Soc,State Key Lab Robot & Syst,Harbin Inst Technol,Natl Univ Def Technol,Shenzhen Inst Adv Technol",,,,,,,,,,"Dollar, Aaron/0000-0002-2409-4668",,,,,,,,,,,,,,,978-1-4799-7397-2,,,,2014,,,,,,,2214,2219,,,,,,,,,,,,,,,,WOS:000380399500369,View Full Record in Web of Science
C,"Li, QG; Payandeh, S",,,IEEE,"Li, Qingguo; Payandeh, Shahram",,,An approach for object manipulation using cooperative agents,"2006 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION (ICRA), VOLS 1-10",IEEE International Conference on Robotics and Automation ICRA,,,,IEEE International Conference on Robotics and Automation (ICRA),"MAY 15-19, 2006","Orlando, FL",IEEE,,,,,,,,,"Payandeh, Shahram/IZQ-1865-2023",,,,,,,,,,,,,,1050-4729,2577-087X,0-7803-9505-0,,,,2006,,,,,,,1749,+,,10.1109/ROBOT.2006.1641959,http://dx.doi.org/10.1109/ROBOT.2006.1641959,,,,,,,,,,,,,WOS:000240886903064,View Full Record in Web of Science
J,"Gupta, M; Müller, J; Sukhatme, GS",,,,"Gupta, Megha; Mueller, Joerg; Sukhatme, Gaurav S.",,,Using Manipulation Primitives for Object Sorting in Cluttered Environments,IEEE TRANSACTIONS ON AUTOMATION SCIENCE AND ENGINEERING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1545-5955,1558-3783,,,,APR,2015,12,2,,,,,608,614,,10.1109/TASE.2014.2361346,http://dx.doi.org/10.1109/TASE.2014.2361346,,,,,,,,,,,,,WOS:000352502300021,View Full Record in Web of Science
J,"Torielli, D; Bertoni, L; Fusaro, F; Tsagarakis, N; Muratore, L",,,,"Torielli, Davide; Bertoni, Liana; Fusaro, Fabio; Tsagarakis, Nikos; Muratore, Luca",,,ROS End-Effector: A Hardware-Agnostic Software and Control Framework for Robotic End-Effectors,JOURNAL OF INTELLIGENT & ROBOTIC SYSTEMS,,,,,,,,,,,,,,,,,"Muratore, Luca/CAA-2744-2022","Fusaro, Fabio/0000-0002-3909-7941; Torielli, Davide/0000-0002-9711-3006; Muratore, Luca/0000-0002-1265-3370; Bertoni, Liana/0000-0002-4611-1430",,,,,,,,,,,,,0921-0296,1573-0409,,,,AUG,2023,108,4,,,,,,,70,10.1007/s10846-023-01911-5,http://dx.doi.org/10.1007/s10846-023-01911-5,,,,,,,,,,,,,WOS:001055679200001,View Full Record in Web of Science
C,"Suárez-Ruiz, F; Pham, QC",,"Okamura, A; Menciassi, A; Ude, A; Burschka, D; Lee, D; Arrichiello, F; Liu, H; Moon, H; Neira, J; Sycara, K; Yokoi, K; Martinet, P; Oh, P; Valdastri, P; Krovi, V",,"Suarez-Ruiz, Francisco; Quang-Cuong Pham",,,A Framework for Fine Robotic Assembly,2016 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION (ICRA),IEEE International Conference on Robotics and Automation ICRA,,,,IEEE International Conference on Robotics and Automation (ICRA),"MAY 16-21, 2016","Royal Inst Technol, Ctr Autonomous Syst, Stockholm, SWEDEN","IEEE,IEEE Robot & Automat Soc,ABB,DJI,KUKA,Husqvarna,iRobot,Khalifa Univ,Kinova Univ,MOOG,PAL Robot,UBER,Amazon","Royal Inst Technol, Ctr Autonomous Syst",,,,,,,,"Pham, Quang-Cuong/G-5050-2012","Suarez-Ruiz, Francisco/0000-0003-2107-3279",,,,,,,,,,,,,1050-4729,2577-087X,978-1-4673-8026-3,,,,2016,,,,,,,421,426,,,,,,,,,,,,,,,,WOS:000389516200053,View Full Record in Web of Science
C,"Gao, K; Yu, JJ",,,IEEE,"Gao, Kai; Yu, Jingjin",,,On the Utility of Buffers in Pick-n-Swap Based Lattice Rearrangement,"2023 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION, ICRA",IEEE International Conference on Robotics and Automation ICRA,,,,IEEE International Conference on Robotics and Automation (ICRA),"MAY 29-JUN 02, 2023","London, ENGLAND","IEEE,IEEE Robot & Automat Soc",,,,,,,,,,,,,,,,,,,,,,,1050-4729,2577-087X,979-8-3503-2365-8,,,,2023,,,,,,,5786,5792,,10.1109/ICRA48891.2023.10161182,http://dx.doi.org/10.1109/ICRA48891.2023.10161182,,,,,,,,,,,,,WOS:001036713004109,View Full Record in Web of Science
C,"Lee, AX; Goldstein, MA; Barratt, ST; Abbeel, P",,,IEEE,"Lee, Alex X.; Goldstein, Max A.; Barratt, Shane T.; Abbeel, Pieter",,,A Non-Rigid Point and Normal Registration Algorithm with Applications to Learning from Demonstrations,2015 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION (ICRA),IEEE International Conference on Robotics and Automation ICRA,,,,IEEE International Conference on Robotics and Automation (ICRA),"MAY 26-30, 2015","Seattle, WA",IEEE,,,,,,,,,,,,,,,,,,,,,,,1050-4729,2577-087X,978-1-4799-6923-4,,,,2015,,,,,,,935,942,,,,,,,,,,,,,,,,WOS:000370974900135,View Full Record in Web of Science
C,"Onda, H; Kitagaki, K; Suehiro, T",,,IEEE,"Onda, H; Kitagaki, K; Suehiro, T",,,Manipulation primitive analysis support system of state-based teaching by demonstration in VR - Visualization and simulation of sensory events,ISATP 2005: IEEE INTERNATIONAL SYMPOSIUM ON ASSEMBLY AND TASK PLANNING (ISATP),,,,,IEEE International Symposium on Assembly and Task Planning,"JUL 19-21, 2005","Montreal, CANADA",,,,,,,,,,"Onda, Hiromu/M-3382-2016; Kitagaki, Kosei/M-5346-2016","Kitagaki, Kosei/0000-0003-0067-0410",,,,,,,,,,,,,,,0-7803-9079-2,,,,2005,,,,,,,206,211,,10.1109/ISATP.2005.1511474,http://dx.doi.org/10.1109/ISATP.2005.1511474,,,,,,,,,,,,,WOS:000235236200034,View Full Record in Web of Science
J,"Bugur, S; Oztop, E; Nagai, Y; Ugur, E",,,,"Bugur, Serkan; Oztop, Erhan; Nagai, Yukie; Ugur, Emre",,,Effect Regulated Projection of Robot's Action Space for Production and Prediction of Manipulation Primitives Through Learning Progress and Predictability-Based Exploration,IEEE TRANSACTIONS ON COGNITIVE AND DEVELOPMENTAL SYSTEMS,,,,,,,,,,,,,,,,,"Ugur, Emre/A-6011-2017; Oztop, Erhan/K-8111-2012","Nagai, Yukie/0000-0003-4794-0940; Oztop, Erhan/0000-0002-3051-6038; Ugur, Emre/0000-0001-9597-2731",,,,,,,,,,,,,2379-8920,2379-8939,,,,JUN,2021,13,2,,,,,286,297,,10.1109/TCDS.2019.2933900,http://dx.doi.org/10.1109/TCDS.2019.2933900,,,,,,,,,,,,,WOS:000659548600006,View Full Record in Web of Science
J,"Kröger, T; Finkemeyer, B; Winkelbach, S; Eble, LO; Molkenstruck, S; Wahl, FM",,,,"Kroeger, Torsten; Finkemeyer, Bernd; Winkelbach, Simon; Eble, Lars-Oliver; Molkenstruck, Sven; Wahl, Friedrich M.",,,A manipulator plays Jenga -: Applying multisensor integration in industrial manipulation control,IEEE ROBOTICS & AUTOMATION MAGAZINE,,,,,,,,,,,,,,,,,"Wahl, Friedrich/Q-4009-2017",,,,,,,,,,,,,,1070-9932,1558-223X,,,,SEP,2008,15,3,,,,,79,84,,10.1109/MRA.2008.921547,http://dx.doi.org/10.1109/MRA.2008.921547,,,,,,,,,,,,,WOS:000259300600012,View Full Record in Web of Science
C,"Goller, T; Gold, T; Völz, A; Graichen, K",,,IEEE,"Goller, Tim; Gold, Tobias; Voelz, Andreas; Graichen, Knut",,,Model Predictive Interaction Control based on a Path-Following Formulation,PROCEEDINGS OF 2022 IEEE INTERNATIONAL CONFERENCE ON MECHATRONICS AND AUTOMATION (IEEE ICMA 2022),,,,,19th IEEE International Conference on Mechatronics and Automation (IEEE ICMA),"AUG 07-10, 2022",ELECTR NETWORK,"IEEE Robot & and Automat Soc,Guangxi Univ Sci & Technol,Beijing Inst Technol,Natl Nat Sci Fdn China,Chinese Mech Engn Soc,Chinese Assoc Automat,HIT, State Key Lab Robot & Syst,BIT, Inst Adv Biomed Engn Syst,Minist Ind & Informat Technol, Beijing Inst Technol, Key Lab Convergence Med Engn Syst & Healthcare Technol,Tianjin Key Lab Control Theory & Applicat Complicated Syst,Tianjin Key Lab Adv Mechatron Syst Design & Intelligent Control,Tianjin Int Joint Res & Dev Ctr,Tianjin Univ Technol,Harbin Engn Univ,Jilin Univ,Robot Soc Japan,Japan Soc Mech Engineers,Japan Soc Precis Engn,Soc Instrument & Control Engineers,Univ Electro Commun,Univ Elect Sci & Technol China,Opt & Precis Engn,IEEE",,,,,,,,,,,,,,,,,,,,,,,,,978-1-6654-0853-0; 978-1-6654-0852-3,,,,2022,,,,,,,551,556,,10.1109/ICMA54519.2022.9856004,http://dx.doi.org/10.1109/ICMA54519.2022.9856004,,,,,,,,,,,,,WOS:000865966500094,View Full Record in Web of Science
